VendorNumber,VendorName,Brand,Description,PurchasePrice,actualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
3960.0,DIAGEO NORTH AMERICA INC,3046.0,Ciroc Peach Vodka,35.81,47.99,1750.0,732.0,26212.920000000002,42.0,2375.58,2099.63,77.23,257032.07,-23837.340000000004,-1003.4324249235978,0.001602263311374696,0.09062630183894048
6213.0,MHW LTD,8393.0,Casamigos Reposado,34.81,49.99,750.0,753.0,26211.93,115.0,6553.85,4673.18,90.71000000000001,9621.58,-19658.08,-299.94705402168194,0.0043873152415712996,0.25003309561714837
1590.0,DIAGEO CHATEAU ESTATE WINES,8233.0,Beaulieu Cab Svgn Rutherford,17.31,24.99,750.0,1514.0,26207.34,363.0,7985.37,3191.5499999999997,285.92,7259.75,-18221.97,-228.19193099380493,0.013851081414596064,0.30469975205419547
660.0,SAZERAC NORTH AMERICA INC.,3970.0,El Toro Gold,6.78,9.29,750.0,3865.0,26204.7,602.0,5592.58,3669.5499999999997,474.34000000000003,17932.33,-20612.120000000003,-368.56191596722806,0.022972978129877464,0.21341896682656164
12546.0,JIM BEAM BRANDS COMPANY,8448.0,Cruzan Aged Dark Rum,7.51,10.99,750.0,3478.0,26119.780000000002,461.0,4994.39,4194.13,363.68,123880.97,-21125.390000000003,-422.98238623735836,0.017649459528372748,0.19121102857681035
12546.0,JIM BEAM BRANDS COMPANY,2159.0,Connemara Irish Whiskey,30.53,39.99,750.0,854.0,26072.62,61.0,2664.3900000000003,2319.4700000000003,48.15,123880.97,-23408.23,-878.5586944854168,0.0023396191100088907,0.10219111082814081
3960.0,DIAGEO NORTH AMERICA INC,5438.0,Emmets Irish Cream,7.51,9.99,750.0,3466.0,26029.66,875.0,8741.25,6313.68,689.5,257032.07,-17288.41,-197.77960817960818,0.03361549862733512,0.3358188312870779
1128.0,BROWN-FORMAN CORP,809.0,Southern Comfort,13.13,17.99,1000.0,1978.0,25971.14,315.0,6250.849999999999,4447.759999999999,330.75,68601.68,-19720.29,-315.4817344841102,0.012128847636260865,0.2406844674511785
3960.0,DIAGEO NORTH AMERICA INC,3610.0,Smirnoff Cranberry Vodka,8.26,10.99,750.0,3143.0,25961.18,670.0,7593.3,4839.72,527.92,257032.07,-18367.88,-241.8958818958819,0.02580776374571572,0.29248670514976594
12546.0,JIM BEAM BRANDS COMPANY,2899.0,Laphroiag Select Single Malt,37.85,54.99,750.0,685.0,25927.25,84.0,4609.16,3784.31,66.23,123880.97,-21318.09,-462.5157295472494,0.0032398345370218593,0.17777280660309133
11567.0,CAMPARI AMERICA,3172.0,Skyy Infusions Blood Orange,10.31,12.99,750.0,2512.0,25898.72,265.0,3943.35,3154.89,208.92000000000002,20964.81,-21955.370000000003,-556.7694980156466,0.010232165913991115,0.1522604205922146
8673.0,STE MICHELLE WINE ESTATES,14129.0,14 Hands Hot to Trot Red,6.01,8.95,750.0,4309.0,25897.09,1263.0,13037.13,5577.68,140.79,15919.7,-12859.960000000001,-98.64103525852701,0.048769958323502755,0.503420654598644
2242.0,DELICATO VINEYARDS INC,46734.0,Gnarly Head Cab Svgn Cal,6.84,9.99,750.0,3786.0,25896.24,265.0,3148.35,1694.6100000000001,29.470000000000002,7982.65,-22747.890000000003,-722.5337081328316,0.010233145815763215,0.12157556463795516
9819.0,TREASURY WINE ESTATES,8700.0,Beringer Knights Vly Cab Svg,16.52,31.99,750.0,1567.0,25886.84,254.0,7728.18,4116.88,28.28,14836.57,-18158.66,-234.9668356585897,0.009811935330847643,0.29853701726437065
3960.0,DIAGEO NORTH AMERICA INC,2492.0,Crown Royal Hand Slct Barrel,41.66,54.99,750.0,621.0,25870.86,426.0,23425.739999999998,1924.65,335.5,257032.07,-2445.1200000000026,-10.437749245061214,0.01646640274038049,0.9054874866935231
12546.0,JIM BEAM BRANDS COMPANY,3045.0,Pinnacle Salted Caramel,7.8,12.99,750.0,3316.0,25864.8,666.0,6756.34,5040.03,524.88,123880.97,-19108.46,-282.8226525012063,0.0257492808759395,0.2612175620921098
3960.0,DIAGEO NORTH AMERICA INC,2675.0,Crown Royal XO,34.88,44.99,750.0,740.0,25811.2,144.0,6732.56,6031.71,113.61,257032.07,-19078.64,-283.37868507670186,0.005578973468881725,0.2608387056781552
3924.0,HEAVEN HILL DISTILLERIES,3244.0,Burnetts Vodka,4.32,5.79,750.0,5968.0,25781.760000000002,1312.0,7726.4800000000005,4837.01,1033.3600000000001,14069.87,-18055.280000000002,-233.68053757985527,0.050888690298877964,0.2996878413265813
3960.0,DIAGEO NORTH AMERICA INC,2465.0,Crown Royal Mini,2.15,2.99,50.0,11968.0,25731.2,2249.0,6724.51,2430.8700000000003,116.64,257032.07,-19006.690000000002,-282.6479550182839,0.08740361895286655,0.261336820669071
8004.0,SAZERAC CO INC,8970.0,Ice Box Manhattan,7.99,9.99,1750.0,3215.0,25687.85,443.0,5155.57,2769.63,813.97,50293.62,-20532.28,-398.25431523575475,0.017245507117177965,0.200700720379479
3664.0,WILLIAM GRANT & SONS INC,1760.0,William Grant Scotch,19.69,25.99,1750.0,1304.0,25675.760000000002,242.0,6289.58,4496.2699999999995,444.79,30234.420000000002,-19386.18,-308.22694043163455,0.00942523220344792,0.24496178496761145
8320.0,SHAW ROSS INT L IMP LTD,4412.0,Pusser's British Navy Rum,13.63,17.99,750.0,1883.0,25665.29,245.0,4407.549999999999,3633.9799999999996,193.24,3151.92,-21257.74,-482.3028666719607,0.009545966556388024,0.17173193834942052
480.0,BACARDI USA INC,3847.0,Grey Goose Vodka,2.81,3.79,50.0,9131.0,25658.11,1599.0,6380.01,2525.67,82.49,89286.27,-19278.1,-302.1641031910608,0.062319477155566017,0.24865471385070842
8004.0,SAZERAC CO INC,5668.0,Dr McGillicuddy's Grape,9.69,13.99,750.0,2644.0,25620.36,412.0,5723.88,4206.97,324.73,50293.62,-19896.48,-347.6047715885029,0.016080960611014054,0.22341138063633767
3960.0,DIAGEO NORTH AMERICA INC,2054.0,Johnnie Walker Select Casks,34.64,43.99,750.0,739.0,25598.96,117.0,5146.83,4399.0,92.32000000000001,257032.07,-20452.129999999997,-397.37333465453486,0.00457049817648842,0.2010562147837256
8004.0,SAZERAC CO INC,5626.0,Baja Luna Black Raspberry,7.35,9.99,750.0,3481.0,25585.350000000002,546.0,5457.54,3929.07,430.3,50293.62,-20127.81,-368.8073747512616,0.021340337341486434,0.21330722464222687
480.0,BACARDI USA INC,4320.0,D'Usse VSOP Cognac,36.02,52.99,750.0,710.0,25574.2,103.0,5373.97,4069.2200000000003,81.22,89286.27,-20200.23,-375.89026362261046,0.004027496461277381,0.21013247726224085
5270.0,MANGO BOTTLING INC,7867.0,Tooters Red-diculous 15 Pk,7.68,9.99,375.0,3328.0,25559.04,56.0,559.44,239.76,22.0,1034.42,-24999.600000000002,-4468.682968682969,0.002191005608974359,0.021888146033653848
3664.0,WILLIAM GRANT & SONS INC,3532.0,Milagro Reposado Tequila,20.58,27.99,750.0,1241.0,25539.780000000002,152.0,4498.48,4022.64,119.93,30234.420000000002,-21041.300000000003,-467.7424374455373,0.005951499973766414,0.17613620790782064
17035.0,PERNOD RICARD USA,3731.0,Absolut Apeach,13.38,16.99,750.0,1903.0,25462.14,258.0,4641.419999999999,3831.87,203.43,123780.22,-20820.72,-448.5851312744807,0.010132691124940795,0.18228711333768485
9819.0,TREASURY WINE ESTATES,33348.0,Greg Norman Limestone Shiraz,7.23,11.99,750.0,3520.0,25449.600000000002,236.0,3346.64,2115.51,26.18,14836.57,-22102.960000000003,-660.4522745201158,0.009273230227587073,0.1315006915629322
7153.0,PINE STATE TRADING CO,13430.0,Agua de Piedra Malbec Selccn,5.91,11.99,750.0,4298.0,25401.18,2165.0,23870.35,9000.84,242.07000000000002,15884.82,-1530.8300000000017,-6.413102447178201,0.0852322608634717,0.9397339021258067
10754.0,PERFECTA WINES,2547.0,WhistlePig 10Yr Straight Rye,5.18,6.99,50.0,4898.0,25371.64,0.0,0.0,0.0,0.0,28720.52,-25371.64,-inf,0.0,0.0
8892.0,TRINCHERO FAMILY ESTATES,45503.0,Rebel The Show Cab Svgn,6.8,11.99,750.0,3729.0,25357.199999999997,822.0,8211.78,2987.01,91.93,11595.97,-17145.42,-208.79054236718466,0.03241682835644315,0.32384411528086704
3252.0,E & J GALLO WINERY,35862.0,Allegrini Palazzo Della Tor,13.6,19.99,750.0,1862.0,25323.2,347.0,6936.53,3078.4599999999996,38.61,61966.91,-18386.670000000002,-265.0701431407347,0.013702849560876982,0.27391996272193087
9165.0,ULTRA BEVERAGE COMPANY LLP,24151.0,Mas Janeil Cotes Roussillon,7.33,10.99,750.0,3449.0,25281.17,638.0,7011.62,3692.64,70.99,68054.7,-18269.55,-260.5610401020021,0.02523617380050053,0.27734555006750083
3664.0,WILLIAM GRANT & SONS INC,4197.0,Sailor Jerry Spiced Rum Trav,13.07,18.99,750.0,1934.0,25277.38,285.0,4848.15,3437.9799999999996,224.6,30234.420000000002,-20429.230000000003,-421.38197044233374,0.011274902699567756,0.19179796323827863
17035.0,PERNOD RICARD USA,2521.0,Jameson Gold Rsv,69.22,89.99,750.0,365.0,25265.3,56.0,5284.44,4724.5,44.190000000000005,123780.22,-19980.86,-378.10742481701,0.00221647872774121,0.2091580151432993
9819.0,TREASURY WINE ESTATES,17175.0,Beringer Classic Cab Svgn,5.2,7.99,1500.0,4858.0,25261.6,496.0,5414.04,2695.57,111.04,14836.57,-19847.559999999998,-366.59426232536146,0.019634544130221365,0.2143189663362574
1655.0,FABRIZIA SPIRITS LLC,5669.0,Fabrizia Blood Orange,13.38,16.99,750.0,1885.0,25221.3,148.0,2641.52,2051.85,116.72,1824.89,-22579.78,-854.8025379327054,0.005868055968566252,0.10473369731139949
7239.0,REMY COINTREAU USA INC,500.0,Remy Martin Louis XIII,2290.07,2999.99,750.0,11.0,25190.77,1.0,2999.99,2999.99,0.79,16978.67,-22190.78,-739.6951323171077,3.9697079525556384e-05,0.11909084160587388
4425.0,MARTIGNETTI COMPANIES,3174.0,Cold River Vodka,21.73,29.99,750.0,1158.0,25163.34,162.0,5498.38,4033.81,127.74000000000001,144929.24,-19664.96,-357.6500714755983,0.006437937094201326,0.21850755901243635
2555.0,DISARONNO INTERNATIONAL LLC,5316.0,Amaretto DiSaronno,1.83,2.29,50.0,13724.0,25114.920000000002,2326.0,5326.54,2262.52,119.98,5861.03,-19788.38,-371.50532991397796,0.09261427072035268,0.21208667994960761
2000.0,SOUTHERN WINE & SPIRITS NE,30602.0,Zardetto Prosecco Conegliano,8.27,12.99,750.0,3029.0,25049.829999999998,214.0,3086.86,2044.58,23.72,19016.59,-21962.969999999998,-711.4987398197519,0.008542972147914777,0.12322878039491686
1128.0,BROWN-FORMAN CORP,1295.0,Jack Daniels No 7 Black,2.89,3.99,100.0,8667.0,25047.63,1564.0,6240.360000000001,2046.8700000000001,163.71,68601.68,-18807.27,-301.3811703170971,0.06244103733566808,0.24913973896931568
9165.0,ULTRA BEVERAGE COMPANY LLP,38652.0,Carpineto Chianti Clsc RSV,13.65,20.99,750.0,1833.0,25020.45,529.0,10510.91,5253.36,58.9,68054.7,-14509.54,-138.04266233846548,0.021142705267091517,0.4200927641189507
7239.0,REMY COINTREAU USA INC,4737.0,St Remy VSOP Authentic Brndy,7.91,10.99,750.0,3161.0,25003.510000000002,555.0,7083.45,4786.26,437.38,16978.67,-17920.06,-252.98491554256753,0.02219688355754852,0.2832982249292199
12546.0,JIM BEAM BRANDS COMPANY,1515.0,Old Overholt,10.14,15.99,750.0,2463.0,24974.82,360.0,5153.4,2586.16,283.63,123880.97,-19821.42,-384.62801257422285,0.014414518302834614,0.20634382950507751
12546.0,JIM BEAM BRANDS COMPANY,5597.0,DeKuyper Watermelon Pucker,7.63,10.99,750.0,3273.0,24972.99,417.0,4501.83,3373.88,328.66,123880.97,-20471.160000000003,-454.72974323775003,0.01669804056302429,0.18026796150561064
7153.0,PINE STATE TRADING CO,5676.0,Kinky Liqueur,1.42,1.99,50.0,17583.0,24967.86,2831.0,5633.69,1900.45,146.88,15884.82,-19334.170000000002,-343.18838984750676,0.11338576874429766,0.22563767980115235
4425.0,MARTIGNETTI COMPANIES,37786.0,Lindemans Bin 45 Cab Svgn,6.45,9.99,1500.0,3865.0,24929.25,351.0,3905.4900000000002,2366.05,78.42,144929.24,-21023.76,-538.3129901753684,0.014079845964078342,0.15666295616594964
8892.0,TRINCHERO FAMILY ESTATES,12775.0,Joel Gott Svgn Bl,6.8,10.99,750.0,3663.0,24908.399999999998,697.0,6963.03,2707.29,77.82000000000001,11595.97,-17945.37,-257.7235772357723,0.027982527982527986,0.27954545454545454
2561.0,EDRINGTON AMERICAS,1639.0,The Famous Grouse,15.74,22.99,750.0,1581.0,24884.94,433.0,8682.67,7263.379999999999,341.49,9654.5,-16202.269999999999,-186.6046964816122,0.01740008213803208,0.34891263551368823
4425.0,MARTIGNETTI COMPANIES,43362.0,Silver Oak Cab Svgn Napa,68.93,109.99,750.0,361.0,24883.73,148.0,16188.16,8759.039999999999,16.47,144929.24,-8695.57,-53.7156168458923,0.005947661383562674,0.650551987181986
4425.0,MARTIGNETTI COMPANIES,22758.0,Copain Tous Ensemble 12 Chrd,10.45,15.99,750.0,2380.0,24871.0,441.0,7051.59,3213.9900000000002,49.11,144929.24,-17819.41,-252.70059660303562,0.01773149451168027,0.28352659724176754
3960.0,DIAGEO NORTH AMERICA INC,3607.0,Smirnoff Citrus Vodka,0.72,0.99,50.0,34511.0,24847.92,6310.0,6246.9,1206.81,329.81,257032.07,-18601.019999999997,-297.7640109494309,0.25394479698904376,0.2514053490191533
4425.0,MARTIGNETTI COMPANIES,46201.0,Petite Petit Phillips Lodi,11.25,17.99,750.0,2208.0,24840.0,481.0,8208.189999999999,4104.599999999999,53.59,144929.24,-16631.81,-202.6245737489021,0.019363929146537843,0.3304424315619967
6359.0,OLE SMOKY DISTILLERY LLC,1715.0,Ole Smoky Apple Pie Moonshne,13.76,19.99,750.0,1805.0,24836.8,193.0,3664.0699999999997,2733.56,152.11,1922.0,-21172.73,-577.8473118690418,0.0077707273078657475,0.1475258487405785
4692.0,KOBRAND CORPORATION,25124.0,Jadot Burgundy Hills Wh 14,7.14,10.99,750.0,3476.0,24818.64,0.0,0.0,0.0,0.0,9139.38,-24818.64,-inf,0.0,0.0
3252.0,E & J GALLO WINERY,5480.0,E & J Superior RSV VSOP,7.85,10.99,750.0,3159.0,24798.15,691.0,7594.09,5440.05,544.7,61966.91,-17204.06,-226.54537936737648,0.027864981863566434,0.3062361506805951
4425.0,MARTIGNETTI COMPANIES,14539.0,Dom de Dionysos La Deveze,10.06,14.99,750.0,2464.0,24787.84,1017.0,15244.83,5621.25,113.64,144929.24,-9543.01,-62.59833661641356,0.041028181559990703,0.6150124415842607
17035.0,PERNOD RICARD USA,8050.0,Absolut Mandrin,12.77,16.99,750.0,1938.0,24748.260000000002,295.0,5307.049999999999,4281.62,232.69,123780.22,-19441.210000000003,-366.32799766348546,0.01192002993341754,0.21444133850218153
9165.0,ULTRA BEVERAGE COMPANY LLP,44620.0,A to Z Ore Chard,10.73,15.99,750.0,2306.0,24743.379999999997,194.0,2734.14,1447.8,21.61,68054.7,-22009.239999999998,-804.9785307262978,0.007840480969051117,0.11049985895217226
7239.0,REMY COINTREAU USA INC,4898.0,Mount Gay Extra Old Rum,29.84,39.99,750.0,829.0,24737.36,82.0,3279.1800000000003,2519.3700000000003,64.68,16978.67,-21458.18,-654.3763989777932,0.003314824217297238,0.13255982044971656
12546.0,JIM BEAM BRANDS COMPANY,5539.0,DeKuyper Hot Damn 100*,8.39,12.99,750.0,2948.0,24733.72,542.0,6768.58,4436.4800000000005,427.03000000000003,123880.97,-17965.14,-265.41963011444057,0.021913404049208933,0.2736579859398424
10754.0,PERFECTA WINES,25197.0,Ch La Rousseliere St Estephe,99.33,149.99,750.0,249.0,24733.170000000002,198.0,29698.02,1199.92,22.240000000000002,28720.52,4964.8499999999985,16.717781185412356,0.008005443701717166,1.200736500820558
17035.0,PERNOD RICARD USA,3388.0,Seagrams Extra Dry Gin,6.97,8.99,750.0,3544.0,24701.68,468.0,4517.32,2760.17,368.99,123780.22,-20184.36,-446.8215667696777,0.01894607978080843,0.18287501093043063
12546.0,JIM BEAM BRANDS COMPANY,3257.0,Gilbeys London Dry Trav,4.5,5.99,750.0,5487.0,24691.5,879.0,6033.21,4444.55,692.8100000000001,123880.97,-18658.29,-309.2597472987017,0.035599295304052,0.24434360002429986
9552.0,M S WALKER INC,37401.0,Excelsior S Afr Cab Svgn,5.26,8.99,750.0,4693.0,24685.18,768.0,6788.32,2842.8,85.71000000000001,55551.82,-17896.86,-263.6419614867891,0.03111178447959464,0.2749957666907837
9165.0,ULTRA BEVERAGE COMPANY LLP,3763.0,Patron Anejo Tequila,20.28,29.99,375.0,1217.0,24680.760000000002,216.0,6429.839999999999,5688.09,84.47,68054.7,-18250.920000000002,-283.8471874883357,0.008751756428894409,0.2605203405405668
12546.0,JIM BEAM BRANDS COMPANY,3883.0,Hornitos Lime Shot Tequila,15.43,20.99,750.0,1599.0,24672.57,292.0,6446.08,5408.549999999999,230.34,123880.97,-18226.489999999998,-282.75308404487686,0.011835005433159173,0.26126504048828314
4425.0,MARTIGNETTI COMPANIES,26744.0,Santa Lucia Sangvs Monte Ant,6.42,11.99,750.0,3843.0,24672.06,483.0,5791.17,3309.2400000000002,53.65,144929.24,-18880.89,-326.0289371577764,0.019576800640076265,0.2347258396745144
9165.0,ULTRA BEVERAGE COMPANY LLP,24826.0,J Phelps Insignia 2012,133.33,199.99,750.0,185.0,24666.05,0.0,0.0,0.0,0.0,68054.7,-24666.05,-inf,0.0,0.0
3960.0,DIAGEO NORTH AMERICA INC,2908.0,Buchanans Deluxe 18 Yr Old,53.84,69.99,750.0,458.0,24658.72,31.0,2169.69,1469.79,24.42,257032.07,-22489.030000000002,-1036.508902193401,0.0012571617667097076,0.08798875205201243
9165.0,ULTRA BEVERAGE COMPANY LLP,23191.0,Clos Pegase Svgn Bl Napa,9.93,14.99,750.0,2483.0,24656.19,469.0,7030.31,3597.6,52.21,68054.7,-17625.879999999997,-250.71269972447868,0.01902159254937604,0.28513367231514686
480.0,BACARDI USA INC,8154.0,Cazadores Reposado Tequila,16.05,21.99,750.0,1535.0,24636.75,172.0,4193.28,2995.77,135.62,89286.27,-20443.47,-487.5293326465202,0.0069814403279653365,0.170204268014247
9815.0,WINE GROUP INC,8120.0,Tribuno Sweet Vermouth,7.08,8.99,1500.0,3479.0,24631.32,589.0,5295.11,3416.2000000000003,926.23,27100.41,-19336.21,-365.17107293332907,0.023912644551733322,0.21497467452008254
1392.0,CONSTELLATION BRANDS INC,24455.0,Franciscan Cab Svgn Napa,11.71,20.99,750.0,2103.0,24626.13,826.0,17302.92,7901.61,92.06,79528.99,-7323.210000000003,-42.32355001352375,0.03354160803991532,0.7026244074891181
3664.0,WILLIAM GRANT & SONS INC,8727.0,Monkey Shoulder Scotch,23.07,29.99,750.0,1065.0,24569.55,238.0,7731.62,6298.06,187.70000000000002,30234.420000000002,-16837.93,-217.78010300557972,0.009686787100292842,0.31468301210237876
10754.0,PERFECTA WINES,24768.0,Vinsacro Rioja,10.95,15.99,750.0,2243.0,24560.85,625.0,9993.75,3341.91,69.93,28720.52,-14567.099999999999,-145.7621013133208,0.025447002037795926,0.40689756258435683
9625.0,WESTERN SPIRITS BEVERAGE CO,1226.0,Lexington Bourbon,19.99,29.99,750.0,1228.0,24547.72,141.0,3885.5899999999997,3079.8799999999997,111.23,1933.19,-20662.13,-531.7630012430545,0.005743914302428087,0.1582872054919968
3252.0,E & J GALLO WINERY,3161.0,New Amsterdam Red Berry,6.66,9.99,750.0,3682.0,24522.12,757.0,7610.43,4895.13,596.61,61966.91,-16911.69,-222.21727287420023,0.030870087904308438,0.3103495945701269
3960.0,DIAGEO NORTH AMERICA INC,2602.0,Caol Ila 12 Yr Islay Single,43.84,59.99,750.0,559.0,24506.56,78.0,4646.22,3992.33,61.550000000000004,257032.07,-19860.34,-427.4515627757618,0.003182821252758445,0.18959086873065825
9552.0,M S WALKER INC,2676.0,Grand MacNish,10.93,15.99,1750.0,2242.0,24505.059999999998,322.0,5534.78,3711.8399999999997,591.83,55551.82,-18970.28,-342.74677584294227,0.0131401433010162,0.2258627401850883
4380.0,CHARLES JACQUIN ET CIE INC,3524.0,Pravda Polish Vodka,14.7,19.99,750.0,1664.0,24460.8,447.0,8935.529999999999,6936.53,352.42,1675.39,-15525.27,-173.74761206106413,0.018274136577708006,0.365299990188383
8004.0,SAZERAC CO INC,4762.0,Hartley Brandy VS,5.03,6.99,750.0,4854.0,24415.62,1112.0,7778.88,4861.05,875.97,50293.62,-16636.739999999998,-213.87063433296305,0.04554461447221082,0.31860259948344544
9165.0,ULTRA BEVERAGE COMPANY LLP,10626.0,MezzaCorona Pnt Nr,7.53,10.99,1500.0,3242.0,24412.26,600.0,6594.0,3901.4500000000003,133.92000000000002,68054.7,-17818.26,-270.2192902638762,0.0245778145898823,0.2701101823428065
9165.0,ULTRA BEVERAGE COMPANY LLP,5525.0,Fernet-Branca Italian Liquer,18.24,24.99,750.0,1338.0,24405.12,208.0,5693.92,4067.52,163.95000000000002,68054.7,-18711.199999999997,-328.6171916711158,0.008522801772742769,0.23330842052815148
3664.0,WILLIAM GRANT & SONS INC,2247.0,Balvenie Portwood 21 Yr Sin,162.69,219.99,750.0,150.0,24403.5,17.0,3714.83,2614.88,13.41,30234.420000000002,-20688.67,-556.9210434932419,0.0006966213862765587,0.15222529555186756
12546.0,JIM BEAM BRANDS COMPANY,1395.0,Old Crow,5.88,8.99,750.0,4149.0,24396.120000000003,905.0,7302.95,5463.2300000000005,713.3000000000001,123880.97,-17093.170000000002,-234.05842844330036,0.03709606281654623,0.2993488308796644
3252.0,E & J GALLO WINERY,35664.0,Redwood Creek Cab Svgn Cal,6.5,9.99,1500.0,3753.0,24394.5,1070.0,10689.3,5894.1,239.15,61966.91,-13705.2,-128.21419550391516,0.0438623460206194,0.4381848367459878
12546.0,JIM BEAM BRANDS COMPANY,1355.0,Knob Creek Bourbon,2.59,3.49,50.0,9415.0,24384.85,1678.0,5856.22,2725.69,86.38,123880.97,-18528.629999999997,-316.3923144963816,0.06881321804317025,0.24015813097066419
2561.0,EDRINGTON AMERICAS,368.0,The Macallan 25 Yr Old,1015.62,1299.99,750.0,24.0,24374.88,0.0,0.0,0.0,0.0,9654.5,-24374.88,-inf,0.0,0.0
9552.0,M S WALKER INC,34439.0,Toad Hollow Mendocino Chard,8.38,15.99,750.0,2904.0,24335.52,441.0,6148.59,3064.8,49.06,55551.82,-18186.93,-295.79025435099754,0.018121659204323556,0.2526590761158997
9815.0,WINE GROUP INC,31454.0,Foxhorn SE Chard Australia,4.79,8.99,1500.0,5078.0,24323.62,769.0,6403.31,2968.46,172.29,27100.41,-17920.309999999998,-279.86010360266795,0.031615359884753995,0.26325481157821085
3252.0,E & J GALLO WINERY,39593.0,Redwood Creek Pnt Nr Cal,6.33,9.99,1500.0,3841.0,24313.53,1196.0,11948.04,7112.88,267.22,61966.91,-12365.489999999998,-103.49387849387848,0.04919071808988658,0.49141527371796695
8004.0,SAZERAC CO INC,5134.0,Dr McGillicuddy's Cherry,10.39,13.99,750.0,2340.0,24312.600000000002,396.0,5508.04,3584.42,312.09000000000003,50293.62,-18804.56,-341.40202322423227,0.016287850744058634,0.22655084195026445
4425.0,MARTIGNETTI COMPANIES,41159.0,Phillips Earthquake Ld Znfdl,16.1,25.99,750.0,1510.0,24311.0,627.0,16255.73,8048.889999999999,69.84,144929.24,-8055.27,-49.55341900978917,0.025790794290650322,0.6686573978857308
8352.0,LUXCO INC,5148.0,St Brendans Irish Cream,14.17,24.99,1750.0,1715.0,24301.55,262.0,5938.379999999999,4364.08,481.68,10261.6,-18363.17,-309.22861117004976,0.01078120531406433,0.2443621908890585
3924.0,HEAVEN HILL DISTILLERIES,4176.0,Blackheart Spiced Rum,8.02,10.99,750.0,3028.0,24284.559999999998,403.0,5358.97,4233.83,317.73,14069.87,-18925.589999999997,-353.15722984080884,0.016594906393197984,0.22067395909170273
7153.0,PINE STATE TRADING CO,24840.0,Honig Svgn Bl Napa,8.44,13.99,750.0,2877.0,24281.88,699.0,9884.01,4747.65,77.92,15884.82,-14397.87,-145.66830668928907,0.028786897884348326,0.4070529135305833
480.0,BACARDI USA INC,7982.0,M & R Sweet Vermouth,3.95,7.49,750.0,6125.0,24193.75,1053.0,7886.97,5385.31,829.5500000000001,89286.27,-16306.779999999999,-206.75595317339864,0.04352363730302247,0.32599204339963833
3252.0,E & J GALLO WINERY,3420.0,New Amsterdam Coconut Vodka,7.93,9.99,750.0,3050.0,24186.5,613.0,6159.87,3195.83,483.0,61966.91,-18026.63,-292.646273379146,0.02534471709424679,0.2546821574018564
3252.0,E & J GALLO WINERY,2534.0,The Dalmore 12Yr Single Malt,35.99,44.99,750.0,672.0,24185.28,141.0,7638.59,6578.79,111.23,61966.91,-16546.69,-216.6196902831543,0.005829992458222522,0.3158363268897445
3252.0,E & J GALLO WINERY,7198.0,New Amsterdam Pineapple Vdka,7.4,9.99,750.0,3258.0,24109.2,652.0,6544.4800000000005,3606.41,513.67,61966.91,-17564.72,-268.38984915531864,0.027043618203839197,0.2714515620592969
9165.0,ULTRA BEVERAGE COMPANY LLP,38549.0,Stemmari Nero D'Avola,4.82,6.99,750.0,4998.0,24090.36,482.0,4299.18,1957.8,53.760000000000005,68054.7,-19791.18,-460.3477872524528,0.020008003201280513,0.1784605958565999
12546.0,JIM BEAM BRANDS COMPANY,1366.0,Red Stag by Jim Beam,0.93,1.29,50.0,25845.0,24035.85,5065.0,6533.85,1212.6000000000001,265.31,123880.97,-17502.0,-267.8665717762116,0.2107268933696957,0.2718376924469075
10754.0,PERFECTA WINES,38133.0,Il Bastardo Sangiovese Tosc,3.92,6.99,750.0,6130.0,24029.6,2817.0,19883.83,7595.26,314.79,28720.52,-4145.769999999997,-20.849956975089793,0.11723041582048807,0.8274723674135235
17035.0,PERNOD RICARD USA,25797.0,GH Mumm Rose,37.9,57.99,750.0,634.0,24028.600000000002,0.0,0.0,0.0,0.0,123780.22,-24028.600000000002,-inf,0.0,0.0
9815.0,WINE GROUP INC,41714.0,Fish Eye Pnt Grigio,3.22,4.99,750.0,7461.0,24024.420000000002,1729.0,8742.710000000001,3596.92,193.01000000000002,27100.41,-15281.710000000001,-174.7937424437045,0.0719684387802078,0.3639093056148702
9815.0,WINE GROUP INC,26399.0,Trapiche Malbec Mendoza Oak,3.94,7.99,750.0,6095.0,24014.3,1676.0,13465.24,5815.76,186.97,27100.41,-10549.06,-78.3429036541495,0.06979174908283814,0.5607175724464174
17035.0,PERNOD RICARD USA,7320.0,Malibu Rum Punch RTD,13.17,16.99,1750.0,1821.0,23982.57,124.0,2456.7599999999998,2176.8999999999996,228.04000000000002,123780.22,-21525.81,-876.1869291261663,0.0051704216854157,0.1024393966117893
17035.0,PERNOD RICARD USA,5334.0,Kahlua Especial,17.82,22.99,750.0,1345.0,23967.9,181.0,4475.19,3833.45,142.77,123780.22,-19492.710000000003,-435.5727913228266,0.007551767155236796,0.18671598262676325
17035.0,PERNOD RICARD USA,904.0,Malibu Rum,12.22,17.99,1000.0,1959.0,23938.98,331.0,5954.69,3058.2999999999997,347.55,123780.22,-17984.29,-302.0189128233376,0.013826821359974402,0.24874451626593946
